date,volume,open,high,low,close,adjclose
2020-07-02,30619200,239,240,232.61000061035156,233.4199981689453,233.4199981689453
2020-07-01,43399700,228.5,239,227.55999755859375,237.5500030517578,237.5500030517578
2020-06-30,33927100,220.58999633789062,227.5,218.47000122070312,227.07000732421875,227.07000732421875
2020-06-29,58514300,209.75,220.75,207.11000061035156,220.63999938964844,220.63999938964844
2020-06-26,76343900,232.63999938964844,233.08999633789062,215.39999389648438,216.0800018310547,216.0800018310547
2020-06-25,18704300,234.6199951171875,237.3000030517578,232.74000549316406,235.67999267578125,235.67999267578125
2020-06-24,20834900,241.1999969482422,243.22000122070312,232.67999267578125,234.02000427246094,234.02000427246094
2020-06-23,24017900,241.27999877929688,245.19000244140625,239.86000061035156,242.24000549316406,242.24000549316406
2020-06-22,18917800,238.55999755859375,240.6999969482422,236.91000366210938,239.22000122070312,239.22000122070312
2020-06-19,30081300,237.7899932861328,240.8300018310547,235.5500030517578,238.7899932861328,238.7899932861328
2020-06-18,15782500,234.99000549316406,236.13999938964844,232.14999389648438,235.94000244140625,235.94000244140625
2020-06-17,19552800,235,237.58999633789062,231.72999572753906,235.52999877929688,235.52999877929688
2020-06-16,15236700,237.13999938964844,238.4600067138672,233,235.64999389648438,235.64999389648438
2020-06-15,15340300,225.08999633789062,233.77000427246094,224.8000030517578,232.5,232.5
2020-06-12,22071700,229.89999389648438,231.66000366210938,224.5,228.5800018310547,228.5800018310547
2020-06-11,26708200,229.94000244140625,232.88999938964844,223.5500030517578,224.42999267578125,224.42999267578125
2020-06-10,20720700,240.9600067138672,241.2100067138672,235.27999877929688,236.72999572753906,236.72999572753906
2020-06-09,27462900,231.52000427246094,239.77000427246094,230.41000366210938,238.6699981689453,238.6699981689453
2020-06-08,15466500,229.02999877929688,231.5500030517578,227.41000366210938,231.39999389648438,231.39999389648438
2020-06-05,16750400,226.7100067138672,231.35000610351562,225.30999755859375,230.77000427246094,230.77000427246094
2020-06-04,17041500,229.55999755859375,231.6300048828125,224.61000061035156,226.2899932861328,226.2899932861328
2020-06-03,15380300,232.11000061035156,232.64999389648438,228.52999877929688,230.16000366210938,230.16000366210938
2020-06-02,20919000,230.94000244140625,233,226.55999755859375,232.72000122070312,232.72000122070312
2020-06-01,18223800,224.58999633789062,232.44000244140625,223.5,231.91000366210938,231.91000366210938
2020-05-29,23322500,225.1999969482422,227.49000549316406,222.8800048828125,225.08999633789062,225.08999633789062
2020-05-28,29377200,224.3000030517578,231.6300048828125,224,225.4600067138672,225.4600067138672
2020-05-27,34697600,229.07000732421875,230.55999755859375,221.1300048828125,229.13999938964844,229.13999938964844
2020-05-26,33178300,239.77000427246094,240.89999389648438,231.6699981689453,232.1999969482422,232.1999969482422
2020-05-22,33925600,231.50999450683594,235.99000549316406,228.74000549316406,234.91000366210938,234.91000366210938
2020-05-21,47782600,234.72000122070312,237.1999969482422,231.1999969482422,231.38999938964844,231.38999938964844
2020-05-20,50162900,223.5,231.33999633789062,223.19000244140625,229.97000122070312,229.97000122070312
2020-05-19,31843200,213.27000427246094,220.49000549316406,212.8300018310547,216.8800048828125,216.8800048828125
2020-05-18,20167400,212.14999389648438,214.63999938964844,210.94000244140625,213.19000244140625,213.19000244140625
2020-05-15,19383200,205.27000427246094,211.33999633789062,204.1199951171875,210.8800048828125,210.8800048828125
2020-05-14,17178900,202.55999755859375,206.92999267578125,200.69000244140625,206.80999755859375,206.80999755859375
2020-05-13,20684600,209.42999267578125,210.77999877929688,202.11000061035156,205.10000610351562,205.10000610351562
2020-05-12,14704600,213.2899932861328,215.27999877929688,210,210.10000610351562,210.10000610351562
